"dog_id","cslb_active_6mo","cslb_avoid","cslb_date","cslb_defecate_6mo","cslb_find_food","cslb_food_6mo","cslb_other_changes","cslb_pace","cslb_pace_6mo","cslb_recognize","cslb_recognize_6mo","cslb_score","cslb_stare","cslb_stare_6mo","cslb_stuck","cslb_walk_walls"
82552,3,1,"2020-11-15",1,1,1,"""Anja tries to figure out how to elicit treats with behaviors she has been taught.  She has figured out how to push doors open and whether outside sounds are meaningful -  barking vs not barking.  If she hears a """"meaningful"""" noise out by the street, she runs to the floor to ceiling window in my computer room to scope things out.  """,4,3,1,1,23,1,1,1,1
40590,3,1,"2020-11-04",3,1,3,"No ",1,3,1,3,34,1,3,1,1
11223,2,2,"2020-11-04",3,2,3,"he's developed a little separation anxiety when one of us leaves for short periods. he is a little more sensitive to our moods and emotions. he likes sleeping in and snuggling as the weather gets colder. he's very affectionate when people come to the house (which is much less frequent than pre-pandemic)",1,3,1,3,35,1,3,1,1
5627,2,1,"2020-11-05",3,1,3,"No",1,3,1,3,33,1,3,1,1
76432,3,1,"2020-11-15",3,2,3,NA,1,3,1,3,35,1,3,1,1
19719,2,4,"2020-11-22",3,1,3,"We have not seen any changes in his ability to process information or think. However, Stitch is motivated by training treats or Mintie chewy bones.  He loves to do tricks. Stitch has been trained to sit, stay and wait to eat his dinner each day.  His dinner bowl is placed in front of him on the floor. He waits patiently, he will sit, shake and kiss (lick my hand) then he is  told Ok which means time for dinner.  Stitch is very active and loves to play fetch. ",1,3,1,3,36,1,3,1,1
35233,3,1,"2020-11-27",3,1,3,NA,2,3,1,3,35,1,3,1,1
30417,4,1,"2020-11-04",4,2,3,"None",4,3,1,3,41,2,3,1,1
68122,3,2,"2020-11-12",3,2,3,"Daisy has become more and more anxious about noises (thunder, train, fireworks, velcro, etc.) and she is sometimes choosing to sleep out of our bedroom.  ",1,3,1,3,37,1,3,2,1
45133,1,1,"2020-11-05",3,1,3,"No. ",1,3,1,3,32,1,3,1,1
25435,3,1,"2020-12-04",3,1,3,"No",1,3,1,3,34,1,3,1,1
18770,2,1,"2020-11-04",3,2,3,"She has become more protective towards strangers approaching the home and her",1,3,1,3,35,2,3,1,1
4062,3,1,"2020-12-04",1,2,3,NA,1,1,1,1,24,1,1,2,1
22361,3,1,"2020-11-15",3,1,3,"No,",1,3,1,3,34,1,3,1,1
16864,3,1,"2020-11-29",3,1,3,"No, she is a young dog and her behavior is the same as it was six months ago",1,3,1,3,34,1,3,1,1
38449,3,1,"2020-12-11",3,1,3,NA,1,3,1,3,34,1,3,1,1
36942,3,2,"2020-11-08",3,2,3,"No",1,3,1,3,36,1,3,1,1
68234,4,1,"2020-11-29",3,1,3,"no",1,3,1,3,35,1,3,1,1
45342,3,1,"2020-11-15",3,1,3,"No",1,3,1,3,34,1,3,1,1
73916,4,1,"2020-11-14",3,2,3,"No Changes ",3,3,1,3,38,1,3,1,1
51924,2,1,"2020-11-15",3,1,3,NA,1,3,1,3,33,1,3,1,1
20444,3,3,"2020-11-04",3,1,3,"None",1,3,2,3,37,1,3,1,1
60731,4,1,"2020-12-11",5,3,5,"She recently went deaf, and now sometimes just sits and barks.  She doesn't seem to want anything (have interrupted her barking to offer food/attention/comfort which are usually accepted but do not stop the barking), and is just trying to hear herself bark is my best guess.",5,5,1,3,63,5,5,5,5
41558,3,5,"2020-12-10",3,1,3,"None I have observed",1,3,1,3,38,1,3,1,1
58477,4,1,"2020-12-18",3,1,3,NA,1,3,1,3,35,1,3,1,1
86117,3,1,"2020-11-07",3,1,3,"He is definitely getting smarter and more mature, although he still, occasionally, will shred a pair of flip-flops or a small item like a writing pen. ",1,3,2,2,33,1,3,2,1
79614,4,5,"2020-12-19",3,1,3,"She is less excitable (less barking/licking) when people return home after being gone for a few hours",2,3,1,3,43,4,3,1,1
70619,2,1,"2020-11-24",3,2,3,"She seems more eager to learn more as we intentionally work on getting her to be more active (as the weather gets worse in the PNW, we have to get more creative about being active indoors)",1,3,1,3,34,1,3,1,1
54750,3,2,"2020-11-05",3,1,3,"None that I can think of.  She's perhaps a bit more jumpy, (i.e. smaller noises will make her jump up and start barking looking for an invader) but wouldn't say that was over the last 6 months, but more maybe over the last couple of years.    Her sensitivity to thunder / loud noises is getting a bit higher, (this one perhaps over the last year or so - could be the last couple of years) and actually now includes a predictive element, so she now knows that if the sky's getting darker, the winds are picking up and the rain is starting to increase, she sometimes starts going into the bathroom, (the place where she tries to hide from thunder) before thunder has even started, but other than that, wouldn't say that she's shown any real changes in cognitive abilities.  You still have to be careful with new words you say around her, and now often have to spell them backwards, as she keeps learning how to spell, even new words.  That's not to say she doesn't still do stupid things sometimes, (she is a Lab, after all, and has been doing both surprisingly smart and amazingly stupid things since she was a puppy) but she definitely continues to show the smarter side she has, as well.",1,3,1,3,35,1,3,1,1
36052,3,1,"2020-11-05",3,1,3,"None",1,3,1,3,34,1,3,1,1
12822,5,3,"2020-11-05",3,1,3,"Addie sleeps much more.  At times she will bark at me for what seems no reason.  I decided she has a reason I just can't figure it out. She still processes information just fine.",1,3,1,3,38,1,3,1,1
7072,4,1,"2020-11-04",4,4,4,"She has a set routine for the day and keeps us on schedule!",2,3,1,3,49,4,3,3,3
49563,3,1,"2020-11-05",3,1,3,"No",1,3,1,3,34,1,3,1,1
85319,3,1,"2020-11-29",3,2,3,"No.",1,3,1,3,35,1,3,1,1
72887,3,4,"2020-11-11",3,1,3,"Only that he seems more engaged with us and interested in life than ever",1,3,1,3,37,1,3,1,1
33046,2,1,"2020-11-21",3,1,3,"More aware of, and annoyed by squirrels in and around the yard. Barks more and wants to chase people passing by or in neighbors yard.",1,3,1,3,33,1,3,1,1
56336,4,2,"2020-11-15",3,3,4,NA,1,3,1,3,40,1,3,1,1
21060,3,1,"2020-11-04",3,1,3,NA,1,3,1,3,34,1,3,1,1
44251,3,1,"2020-12-06",3,2,3,NA,1,3,1,3,36,2,3,1,1
33798,3,1,"2020-11-28",3,1,3,"Tundra is getting smarter. We train daily when walking or interacting with other people/dogs.  For example, while walking Tundra's now about 80 - 90% correct with these directions:  forward, right, left.   Recently she's exhibited some resource guarding (of sticks) at dog parks.  I wanted to nip this in bud right away.  A trainer suggested I trade a  'drop' or 'let go' with a 'sit' for a treat.   She's 100% in our yard.  We haven't been to the dog park much lately but the few times she was nearly 100% (with balls) there were no sticks to practice with at the time.",1,3,1,3,36,3,3,1,1
91005,2,1,"2020-12-01",2,1,1,NA,1,1,1,1,18,1,1,1,1
29170,3,1,"2020-12-08",3,1,3,"No changes.",1,3,1,3,34,1,3,1,1
50297,3,2,"2020-12-09",3,2,3,NA,1,3,1,3,36,1,3,1,1
28573,3,1,"2020-12-04",3,1,3,NA,1,3,1,3,34,1,3,1,1
20683,2,2,"2020-12-30",3,1,3,"She occasionally has not slept in our bed. Use to be 100%, past month 85%.",1,3,1,3,34,1,3,1,1
64123,3,1,"2020-11-05",3,2,3,"No",1,3,1,3,35,1,3,1,1
44845,3,1,"2020-11-04",3,1,3,"""During the spring, summer and autumn part of my farm is leased to another farmer who brings people in to work the field.  Hartley has seen them regularly but always gives them a bark, I think mostly to let me know that """"strangers"""" approach or to let them know they are in Harleyville and he has his eye on them.  This impacts the meaning of my response to the question about other person recognition or memory.""",1,3,2,3,35,1,3,1,1
1073,4,2,"2020-11-20",3,1,3,"She licks the living room rug sometimes",1,3,1,3,36,1,3,1,1
65423,4,3,"2020-11-05",3,1,3,NA,4,3,1,3,41,1,3,2,1
68595,4,1,"2020-11-12",3,1,3,NA,4,3,1,3,38,1,3,1,1
47601,3,1,"2020-11-16",3,2,3,"no - she just turned two years old so she is calming down a bit but still very smart and enjoy's problem solving.",1,3,1,3,35,1,3,1,1
34325,3,1,"2020-11-24",3,1,3,"Wants more affection but he has been pretty affectionate since I got him there is a slight increase.  ",1,3,1,3,34,1,3,1,1
26300,3,3,"2020-11-06",3,1,3,"No real differences in behavior versus 6 months ago",3,3,1,3,38,1,3,1,1
86367,4,2,"2020-11-16",3,2,3,NA,1,3,1,3,37,1,3,1,1
22636,3,1,"2020-11-13",3,1,3,"No.",1,3,1,3,34,1,3,1,1
15895,3,2,"2020-12-15",3,2,3,"She's communicating well using buttons ala the Fluent Pet, which has greatly reduced her frustrations when we don't understand what she's asking for. ",1,3,1,3,36,1,3,1,1
68299,3,2,"2020-11-08",3,1,3,"No other changes Hikes, friendly all cognitive issues are fine",1,3,1,3,35,1,3,1,1
12342,4,1,"2020-12-17",3,2,3,"Pandemic has meant fewer and shorter walks and family outings ",2,3,1,3,40,3,3,2,1
7207,4,1,"2020-11-07",3,1,3,"Less social interaction and exercise due to COVID. She is hyper to begin with and now even more so. Prior on walks she would be out front pulling, now she is going in 6 directions at once, tangling leashes with the other two.",1,3,1,3,35,1,3,1,1
14268,2,3,"2020-11-04",3,1,3,NA,1,3,1,3,36,1,3,1,2
17849,3,1,"2020-11-19",3,1,3,"no",1,3,1,3,34,1,3,1,1
55098,3,1,"2020-11-08",3,1,3,"We adopted an older border collie, Ocean, two years ago.  Since that time, Callahan gets jealous when he feels we pay too much attention to Ocean.  There is no aggression, rather, Callahan will try to get between us and Ocean to be petted or paid attention to as well.  We always reassure Callahan that he has our attention as well.  Since adopting Ocean, Callahan is more needy and vocal about having attention.  He was not this way prior to Ocean, when it was just Callahan and our other dog, Nina, whom we had prior to Callahan and who passed away in May.",1,3,1,3,34,1,3,1,1
89466,3,2,"2020-11-21",3,2,3," ",1,3,1,3,36,1,3,1,1
30397,3,1,"2020-11-04",3,1,3,"He is very intelligent, as verified by his trainers.  He's almost a two year old Golden Retriever.  All necessary shots  Have been given.  His only illness has been an ear infection.  He has a wonderful disposition, and doesn't suffer from separation anxiety.  As are most Goldens, he's very calm and not anxious, territorial.  He does bark at other dogs",1,3,1,3,34,1,3,1,1
70632,4,1,"2020-11-04",3,1,3,"Lulu used to be able to chase down and kill squirrels.  Now she has difficulty killing them but she can still catch them.  We do not discourage this behavior as on our farm squirrels are a nuisance.",1,3,1,3,35,1,3,1,1
72165,3,5,"2020-11-05",3,1,3,NA,1,3,1,3,38,1,3,1,1
25006,1,1,"2020-12-14",3,1,3,NA,1,3,1,3,32,1,3,1,1
78709,3,2,"2020-11-11",4,1,3,NA,1,3,1,3,39,4,3,1,1
50189,3,1,"2020-11-17",3,2,3,"Tula is very smart and sharp.  She has a fairly small muzzle, so her sense of smell probably isn't as keen as that of a retriever, but she is still a skilled hunter and she is as fast as greased lightning.",1,3,1,3,35,1,3,1,1
26950,3,3,"2020-12-13",3,1,3,"No.  No changes.",1,3,1,3,36,1,3,1,1
13799,3,1,"2020-11-04",3,2,3,NA,1,3,3,3,37,1,3,1,1
18084,2,1,"2020-12-01",3,1,3,"We've actually been more active since the pandemic started!",1,3,1,3,33,1,3,1,1
9696,3,1,"2020-11-04",3,1,3,"None",1,3,1,3,36,3,3,1,1
89062,3,1,"2020-11-04",3,1,3,"She tries to attack people. With her training, mostly e-collar, now she whines and comes to sit next to me. ",1,3,1,3,34,1,3,1,1
81095,4,1,"2020-11-06",3,1,3,"Sean's mental capacities are the same. However, as he ages his dysplasia becomes more painful and he is consciously limited vigorous exercise. He is still a very happy boy.",1,3,1,3,35,1,3,1,1
77215,2,2,"2020-11-05",3,1,3,"""Mishka was rescued from a puppy mill so she is actually getting much better & more confident. Seems very interested in everything, doing better on coming, still acts like a young dog """"should"""" -- loves to dig, eats everything like sticks etc, digs and likes to try to chase other animals. Plays well with my other dog. Really enjoys that I know work from home, so I can let her out to play more often. Don't leave her out too long as gets into """"trouble"""" in the yard. """,1,3,2,3,35,1,3,1,1
89000,3,4,"2020-12-15",3,1,3," No.",1,3,1,3,37,1,3,1,1
7863,3,2,"2020-11-04",3,2,3,NA,1,3,1,3,36,1,3,1,1
80278,3,1,"2020-11-11",3,1,3,"Lucy reacts appropriately to strangers. ",1,3,2,3,35,1,3,1,1
28452,2,3,"2020-11-16",3,1,3,"He seems more depressed now that his people are going back to work and school. ",3,3,1,3,38,2,3,1,1
76021,4,5,"2020-11-04",3,2,4,"At times she will stay still while the door is open to go outside and just waits.  ",1,3,2,3,43,1,3,1,1
62107,3,1,"2020-11-25",1,1,1,"She whimpers at bed time if I don't pet her or show her affection.",1,1,1,1,18,1,1,1,1
13684,3,2,"2020-11-04",3,2,3,NA,1,3,1,3,36,1,3,1,1
90770,3,3,"2020-11-24",3,1,3,"Beckett only circles when I put his RuffWear Web Master harness on him before car rides.  He hates the harness but I make him wear it as part of the seat belt system I use in the car.",4,3,1,3,39,1,3,1,1
19936,3,1,"2020-11-15",3,1,3,NA,1,3,1,3,34,1,3,1,1
43008,2,1,"2020-11-04",3,1,3,"He's very intelligent and aware of his surroundings. He seems to understand most things and sometimes responds in his way.",1,3,1,3,35,3,3,1,1
85844,3,1,"2020-11-09",3,1,3,"Her arthritis slows her down, some days are better than others.  ",1,3,1,3,34,1,3,1,1
26762,5,1,"2020-11-05",2,2,4,"Since we are home all the time now, instead of visiting schools and hospitals as a Pet Therapy team, we are significantly less active. She clearly misses that people interaction.  I still take her out for long walks, but she'd be just as content if I stayed home instead.",1,3,1,2,35,1,3,1,1
9075,3,3,"2020-11-06",3,1,3,"I understand this refers to past 6-months but I as Cowboy is now 3-yo I would like to report a few trends I've seen in him as he has aged. He used to be very calm when traveling in a car. He still begs to go for rides but once the car is moving he becomes agitated, panting whimpering, and barking/lunging at passing cars if not crated. When he is in his crate he scratches incessantly at the bottom of the crate and licks. He has also become much more protective of the car and of his home. His difficulty with recognizing people he knows happens if they are wearing a hat or are with others who are strangers to him.",1,3,2,3,37,1,3,1,1
9234,3,1,"2020-11-15",3,2,3,NA,1,3,1,3,35,1,3,1,1
82569,3,1,"2020-12-02",3,2,3,NA,1,3,1,3,36,2,3,1,1
67206,3,5,"2020-11-04",3,1,3,"Not at this time.",1,3,1,3,38,1,3,1,1
51294,2,1,"2020-11-17",3,1,3,NA,1,3,1,3,33,1,3,1,1
72465,3,1,"2020-11-16",3,1,3,"Has become more aggressive ",1,3,1,3,34,1,3,1,1
77624,3,1,"2020-11-05",3,1,3,"none",1,3,1,3,34,1,3,1,1
46445,3,1,"2020-11-04",3,1,3,"Taz is getting smarter, learning new tricks very quickly.",1,3,1,3,34,1,3,1,1
57675,3,5,"2020-11-10",3,2,3,NA,1,3,2,3,40,1,3,1,1
20168,3,3,"2020-12-06",3,2,3,"She is stable in this area",1,3,3,3,40,1,3,1,2
7426,3,2,"2020-12-18",4,2,3,"seems a little more anxious when I leave her alone. Now she gets on the bed when I'm at work, she never used to do that. She is not allowed on furniture.  Also, if I go over to the neighbors house without her and she sees me, she wails and howls. She even tried to climb out a window a few months ago to get to me. Otherwise, she never makes vocal sounds of any kind. ",3,3,1,3,39,1,3,1,1
40373,3,1,"2020-11-04",3,2,3,NA,1,3,1,3,35,1,3,1,1
10753,3,2,"2020-11-05",3,2,3,"""Lorel seems to have learned that she does not always get her way and does not throw a tantrum or try to make her choice, the only choice. She has learned patience. We felt the behavior was a sign of immaturity. If she wanted to take a path in the woods and we said, no, we go this way today, she would have a tantrum. (The path might be flooded after a rain.) She would first try to pull away but is on a leash on long walks. When that didn't work, she seemed to know that running the leash around our legs would trip us. Wow. She learned that she could snap a leash in seconds with her teeth and free herself so her leashes need to be thick material. Finally, she would give a long nasty stare at us and try to bolt away. She would run about 8 feet, come to a screeching halt and stare back at us. Then she would run at top speed at us, swerve at the last second, grab Lacey's harness (her 6 pound dog housemate) in her mouth and run full speed away from us with Lacey curled up and dangling from her mouth. If she was running away, she was going to take Lacey with her and leave us. That would scare Lacey. Lacey did not want to go on walks with Lorel for months. She would hide under a pillow and visibly shiver when the word 'walk' was mentioned. Lorel has finally started to not seem so self centered and will take an instruction that she might not be 100% happy with. """"No, today, this way."""" She is less self centered than she was. A mature, good change. """,1,3,1,3,37,2,3,1,1
51835,3,1,"2020-11-16",4,2,3,NA,1,3,3,4,41,1,3,1,1
74109,4,1,"2020-11-04",3,1,3,"He is less frenetic, although still much more active and distractible than our previous huskies at this age. He seems more like a 9-12 month old than a 3 year old. But, the good news is that he can now greet people without jumping up (whew!), so there's progress.",1,3,1,3,35,1,3,1,1
74871,3,1,"2020-11-04",1,1,1,"No",1,1,1,1,18,1,1,1,1
20791,3,1,"2020-11-14",3,2,3,"none",1,3,1,3,35,1,3,1,1
89756,4,1,"2020-12-19",3,1,3,NA,1,3,1,3,36,2,3,1,1
34899,3,1,"2020-11-05",3,1,3,NA,1,3,1,3,34,1,3,1,1
20860,4,1,"2020-12-10",3,1,3,"No changes observed",1,3,1,3,35,1,3,1,1
88387,3,1,"2020-11-17",3,2,3,NA,1,3,1,3,35,1,3,1,1
40861,2,1,"2020-11-05",3,1,3,"As a high energy herding dog, Jojo easily spots patterns that end in play time.  It only took her a week to anticipate frisbee time after my wife and I finished working out.  Now with every workout I do, she's anticipating playing when we finish.  Not sure it's going to be easy breaking that when the weather turns.",5,3,2,2,35,1,3,1,1
57887,4,1,"2020-11-06",3,1,3,"Since working remotely started (March 2020) Mellow now spends his time in the basement bedroom sleeping, which surprised me.  He used to keep watch out the master bedroom watching the driveway and street but now prefers the dark, no view, quieter space to nap and relax during the day.  I realize he enjoys the quiet and not getting interrupted by my constant sounds and bopping around the house.  He turned 10 on Wednesday so I guess this is one of his first aging changes I have noticed. ",1,3,1,3,35,1,3,1,1
28038,2,5,"2020-12-29",3,1,3,"Jabooty is 14 yrs old now and is starting to slow down.  She sometimes has a bit of a tremor and she falls down, meaning her legs splay out.  She pops right back up though.  I'm unsure if it just weakness or neurological.  I believe that this has slowed down her thinking and information processing a bit.",1,3,1,3,37,1,3,1,1
1145,3,1,"2020-11-04",3,1,3,"doesn't seem to have changed ---",1,3,1,3,34,1,3,1,1
27765,4,1,"2020-11-15",1,2,4,"Frodo sometimes goes into the living room looking for the other dogs and doesn't seem to realize that they have already gone outside. I also think his hearing is worse.",2,3,1,3,40,2,4,2,1
29699,2,3,"2020-12-14",3,1,3,"Slightly less exciteable, however still high energy and anxiety ",2,3,1,3,36,1,3,1,1
87718,2,1,"2020-12-10",3,1,3,NA,1,3,1,3,33,1,3,1,1
556,1,4,"2020-12-12",3,1,3,NA,4,3,1,3,38,1,3,1,1
13514,4,2,"2020-11-17",3,1,3,NA,2,1,1,3,35,1,3,1,1
83650,3,1,"2020-11-04",3,1,3,"I have not, things seem the same. ",1,3,1,3,34,1,3,1,1
22282,4,2,"2020-11-06",3,1,3,"No change",2,3,1,3,37,1,3,1,1
8509,4,1,"2020-11-04",3,1,3,"Nothing that we have noticed.",2,3,1,3,36,1,3,1,1
11897,4,1,"2020-11-14",3,1,3,"None. Lilly Bee remains in full form!",1,3,1,3,35,1,3,1,1
65320,4,1,"2020-11-05",3,1,3,NA,2,2,1,3,35,1,3,1,1
84830,3,5,"2020-12-22",1,1,1,"No",1,1,1,1,22,1,1,1,1
13369,1,1,"2020-11-05",1,1,1,NA,1,1,1,1,16,1,1,1,1
72957,3,1,"2020-11-06",3,1,3,"""Cali is currently a """"young"""" Golden Retriever which we attribute to having a 5 year old """"sister"""" that keeps her curious and active.""",1,3,1,3,34,1,3,1,1
75150,4,2,"2020-11-15",3,2,3,"Recently, when inside the house Peach seems to bark and growl more at sounds heard faintly in the distance outside. ",3,3,1,3,41,2,3,2,1
64196,4,1,"2020-11-04",3,1,3,"She has become protective of Ernie, our 11 yr. old Golden who has a hip displacement. She considers herself a human, she knows she is not allowed on the furniture, but takes over the middle of our bed and thinks nothing of climbing up on top of you while watching tv. We have 3 acres of woods and she knows every inch of it and is seen running all over whenever she hears or sees something. It is her...showing responsibility for what  is hers and her family.",1,3,1,3,35,1,3,1,1
32020,4,1,"2020-11-07",4,2,3,NA,5,3,1,3,43,2,4,1,1
40539,3,1,"2020-12-04",3,1,3,"None at all.  He is sharp as a tack.  I have had a dog with dementia brought on my cancer that had metastasized to his brain.",1,3,1,3,34,1,3,1,1
88517,2,1,"2020-11-04",3,1,3,NA,1,3,1,3,35,2,3,2,1
63872,5,1,"2020-11-17",5,1,3,NA,1,3,1,3,38,1,3,1,1
49705,3,1,"2020-11-21",3,1,3,"no",1,3,1,3,34,1,3,1,1
18411,3,1,"2020-11-05",3,1,3,"No",1,3,1,3,34,1,3,1,1
57900,3,1,"2020-11-07",3,1,3,"""Our dog has what I call """"episodes"""" with no recognizable triggers.  He's had these since he was 1 year old or so.  These most often happen in the middle of the night, but sometimes during the day, and can last for hours.  He becomes restless & scared & clingy.  He often hyperventilates.  He cannot settle & be still, pacing, wanting to be right on top of me or my husband, or on top of our pillows & heads.  If we are up & about, such as cooking, he will be right under our feet.  His behavior in these episodes is very unusual.  His usual behavior is to be close by or snuggle peacefully.  He is not normally clingy, restless, and anxious.  """,2,3,1,3,35,1,3,1,1
70893,3,1,"2020-11-27",3,1,3,"no",1,3,1,3,34,1,3,1,1
76305,3,1,"2020-12-04",3,1,3,NA,1,3,1,3,34,1,3,1,1
13738,3,1,"2020-12-17",3,1,3,"None",1,3,1,3,34,1,3,1,1
69447,3,1,"2020-11-15",3,1,3,"Up till 6 months ago Eaton would get into the car by jumping up to the seat (SUV), now he has chosen on his own to jump into the floorboard and then jump onto the seat.  Likewise when getting out of the car he used to jump out from the seat.   Now he chooses to step down to the floorboard and then jump out of the car from there.  This behavior change was his choice.",1,3,1,3,34,1,3,1,1
2982,3,1,"2020-11-24",3,1,3,"no",1,3,1,3,34,1,3,1,1
24226,3,1,"2020-11-04",3,1,3,"no",1,3,1,3,34,1,3,1,1
25016,3,1,"2020-11-04",3,1,3,NA,1,3,1,3,37,4,3,1,1
21123,3,3,"2020-11-04",3,2,3,"No changes",1,3,1,3,41,5,3,1,1
22285,3,2,"2020-11-04",3,1,3,"""He seems less confident to venture out on his own and more likely to stay close to his humans. He also barks more at people and animals walking by or in """"his"""" yard.""",1,3,1,3,35,1,3,1,1
72032,3,1,"2020-11-17",3,1,3,"n/a",1,3,1,3,34,1,3,1,1
62518,3,2,"2020-12-15",3,1,3,NA,2,3,1,3,36,1,3,1,1
69154,3,1,"2020-11-05",2,1,3,NA,1,3,1,3,33,1,3,1,1
35513,3,1,"2020-11-24",3,1,3,"None",2,3,1,3,35,1,3,1,1
91951,2,2,"2020-12-20",3,1,3,"No none. ",1,3,1,3,34,1,3,1,1
91315,3,4,"2020-12-01",1,2,3,"Scout seems to really pay attention to the television! She will watch the screen for several minutes at a time, often reacting with a bark when animals appear on screen.  She continues to get better with having her feet touched. As a puppy, she would run away at the site of a towel to wipe her feet. Now when we need to wipe her feet, she will stand still and allow the towel to touch her paws without any problems.   She still continues to run away at night when her back legs/paws are touched. For example, she jumped into bed last night, I pet her back hip and right away she jumped off the bed. ",1,3,1,3,36,1,3,1,1
53747,3,1,"2020-11-05",3,1,3,"Our other dog died. We had him 15 months. Izzy at times would not eat would walk slow on a walk. In 6 weeks we got another rescue dog and Izzy is back to herself",1,3,1,3,34,1,3,1,1
62364,4,1,"2020-12-05",3,1,3,NA,1,3,1,3,35,1,3,1,1
10700,3,1,"2020-11-24",1,2,4,"No.  She is active, alert and plays like a puppy.  She can still jump on the bed, go on hind legs & dance. Sit.  Follows commands with eyes, no words.  Listens do words she knows.  Remembers.  Knows her 'people'",4,4,1,3,40,4,1,1,1
89724,3,1,"2020-11-29",3,1,3,NA,1,3,1,3,34,1,3,1,1
77988,3,1,"2020-11-04",3,2,4,NA,1,3,1,3,37,1,3,1,1
70022,4,1,"2020-12-06",3,2,3,NA,1,3,1,3,36,1,3,1,1
21902,3,1,"2020-11-04",3,1,3,"No other changes ",1,3,1,3,34,1,3,1,1
24784,4,5,"2020-11-04",3,1,3,"The length of time between going outside to urinate or defecate have shortened. It was 2.5 hours and now it is 1.5-2 hours. He seems more affectionate and seems to want to sleep next to me or my husband (he sleeps in bed with us). Six months ago he would sleep at the foot of the bed. His tolerance of our other dog (a 1.5 year cairn terrier female Lilly) is deceasing. She tries to nuzzle him and lay next to him and to play with him and he tries to get away from her. Six months ago he would tolerate some interaction. HIs sleeping is deeper and longer - once he has his walk after dinner (about 6 pm) he goes to sleep on the sofa and stays asleep until we go to bed about 11 pm. He used to be active for an hour or so before going to sleep on the sofa. Six months ago he would walk every evening after dinner (about one-half mile). Now it is difficult to get him to start the walk and he isn't always able to finish it - we put him into a dogger cart to start the walk and then he indicates when he is ready to get out and walk. This is now about half-way through the half-mile walk.",5,5,1,3,57,5,3,5,5
32117,3,2,"2020-11-30",1,1,1,"Not in the last 6 months, but something dramatic in September 2019.  He is intact, had been going to daycare for play, always acting comfortable and confident around other dogs.  Something happened: his trainer thinks either he was attacked or near an attack on another dog.  Daycare is silent about what happened.  From that point on, Odysseus has been reactive and shown fear around other dogs.  The month this happened is specific because we were picking up a puppy on October 1st, and wanted to keep Odysseus out of daycare out of health precautions for new pup.",1,1,1,1,19,1,1,1,1
62769,2,1,"2020-11-04",3,1,3,"More grey hair!",1,3,1,3,33,1,3,1,1
61899,3,5,"2020-12-01",3,2,3,"Since we've gotten our second dog, a little more than 1 year ago, he is quicker eating his food. He has always been a relatively fast eater, but he has sped up even more since the second dog. :)",1,3,1,3,44,5,3,2,1
89729,2,1,"2020-11-30",3,1,3,"I've been working from home since March, 2020. Oliver doesn't sleep as much during the day with me home all day and he asks to go out 2-3 times a day. ",1,3,1,3,36,4,3,1,1
71237,3,1,"2020-11-04",4,1,3,"we have a new kitten since june and Rique has been urinating and defecating in the house more than usual since then.",1,3,1,3,35,1,3,1,1
31977,1,1,"2020-12-03",3,1,3,"We are both at home most of the time since Covid. Winston is needier- more anxious. When we return he is much more active - glad to see us. He also demands more attention since we've been home. He  will come up and paw us - he never did that before.",1,3,3,3,34,1,3,1,1
80766,3,1,"2020-11-04",3,1,3,NA,1,3,1,3,34,1,3,1,1
41123,1,2,"2020-11-06",3,1,3,NA,5,3,1,3,40,4,3,1,1
81109,3,1,"2020-11-05",3,1,3,"she seems to be much more attached to us and needy. She's very protective when on a leash and in her own yard. Quite a hoot with a small Yorkie.  She suddenly seems be afraid of thunder, lightening, strange noises.",2,3,1,3,35,1,3,1,1
66762,3,1,"2020-11-05",1,1,1,"No",1,1,1,1,18,1,1,1,1
51678,3,1,"2020-11-04",3,1,3,NA,1,3,1,3,34,1,3,1,1
83557,3,2,"2020-11-11",3,1,3,"""He has always come  in from early morning potty and yard patrol, to eat. Recently, he comes roaring into the house, stops at the bowl and looks at me, like, """"Dog food again???"""" and walks away. For a while, we'd get some cheese or something and mix it in. We realized if we left it alone, about 5 minutes later, he'll sneak back in and snarf it down. """,1,3,2,3,36,1,3,1,1
59357,3,1,"2020-11-06",3,1,3,NA,1,3,1,3,34,1,3,1,1
21728,3,1,"2020-11-17",3,1,3,NA,1,3,1,3,34,1,3,1,1
89215,4,3,"2020-12-08",3,1,3,NA,1,3,1,3,37,1,3,1,1
53201,3,1,"2020-11-05",1,1,1,NA,1,1,1,1,18,1,1,1,1
56309,3,1,"2020-11-25",3,1,3,"No observable changes.",1,3,1,3,34,1,3,1,1
46781,3,3,"2020-12-17",3,1,3,NA,1,3,1,3,36,1,3,1,1
65253,3,1,"2020-11-06",1,1,1,"Nothing I can think of?",1,1,1,1,18,1,1,1,1
69489,2,1,"2020-11-15",3,1,3,"I haven't noticed any changes in her behavior. ",1,3,1,3,33,1,3,1,1
77079,3,1,"2020-11-04",3,2,3,"All even here",1,3,1,3,35,1,3,1,1
40436,3,1,"2020-12-15",3,1,3,NA,1,3,1,3,34,1,3,1,1
26581,3,1,"2020-11-05",3,1,3,NA,1,3,1,3,34,1,3,1,1
25690,4,1,"2020-12-17",3,2,3,NA,1,3,1,3,37,2,3,1,1
22175,3,1,"2020-11-04",3,1,3,"no",1,3,1,3,34,1,3,1,1
82486,3,1,"2020-12-20",3,1,3,NA,1,3,1,3,34,1,3,1,1
